Fecha y Hora de Inicio (dd/MM/aaaa  HH:mm:ss),Fecha y Hora de Finalización (dd/MM/aaaa  HH:mm:ss),"PM10 (ug/m3)
Condición Estándar",Velocidad del Viento (m/s),Dirección del viento (Grados),Temperatura 10cm (°C),Precipitación (mm),Presión atmosférica (mm Hg),Humedad Relativa 10m (%),Radiación Solar Global (W/m2)
01/08/2022 08:00:00 PM,01/08/2022 08:59:59 PM,41.1930635,1.8710526,313.6947368,25.7236842,0,759.0651316,82.2973684,0
01/08/2022 09:00:00 PM,01/08/2022 09:59:59 PM,31.6224231,2.0179487,315.3333333,25.5512821,0,759.3557692,84.448718,0
01/08/2022 10:00:00 PM,01/08/2022 10:59:59 PM,30.5151107,1.974359,311.125641,25.3820513,0,759.3403846,86.2333333,0
01/08/2022 11:00:00 PM,01/08/2022 11:59:59 PM,27.1231622,1.2315789,327.4184211,25.1842105,0,759.1657895,87.7973684,0
01/09/2022 12:00:00 AM,01/09/2022 12:59:59 AM,30.8498486,0.7263158,331.9,24.3421053,0,758.8223684,90.8236842,0
01/09/2022 01:00:00 AM,01/09/2022 01:59:59 AM,25.3068836,0.4564103,218.1794872,23.8076923,0,758.4,91.8461539,0
01/09/2022 02:00:00 AM,01/09/2022 02:59:59 AM,29.7063866,0.525641,217.8076923,23.1051282,0,757.9557692,93.425641,0
01/09/2022 03:00:00 AM,01/09/2022 03:59:59 AM,25.414217,0.6236842,288.3921053,22.5210526,0,757.8769737,94.3921053,0
01/09/2022 04:00:00 AM,01/09/2022 04:59:59 AM,26.41097,0.4051282,204.8025641,22.125641,0,757.8884615,95.0333333,0
01/09/2022 05:00:00 AM,01/09/2022 05:59:59 AM,23.5311856,0.4282051,189.4025641,22.1282051,0,758.1307692,94.5717949,0
01/09/2022 06:00:00 AM,01/09/2022 06:59:59 AM,24.6089453,0.1052632,48.6526316,21.8,0,758.5598684,94.6105263,8.0894737
01/09/2022 07:00:00 AM,01/09/2022 07:59:59 AM,45.7747505,0.3815789,223.2973684,23.1157895,0,759.2486842,91.8894737,44.181579
01/09/2022 08:00:00 AM,01/09/2022 08:59:59 AM,48.7546432,0.3,145.1333333,26.2076923,0,759.8423077,78.0307692,63.6384615
01/09/2022 09:00:00 AM,01/09/2022 09:59:59 AM,37.5044192,0.5692308,215.4717949,28.8076923,0,759.9326923,69.0947368,75.325641
01/09/2022 10:00:00 AM,01/09/2022 10:59:59 AM,49.7213441,0.6578947,205.9447368,30.7921053,0,759.7105263,64.9921053,323.6736842
01/09/2022 11:00:00 AM,01/09/2022 11:59:59 AM,74.4488724,1.0128205,212.1564103,31.2230769,0,759.4307692,62.5769231,698.2282051
01/09/2022 12:00:00 PM,01/09/2022 12:59:59 PM,63.8520558,1.1179487,197.1923077,31.6974359,0,758.6730769,59.3717949,710.6615385
01/09/2022 01:00:00 PM,01/09/2022 01:59:59 PM,53.7771793,1.0783784,210.3621622,32.4324324,0,757.7513514,57.3594595,682.7162162
01/09/2022 02:00:00 PM,01/09/2022 02:59:59 PM,51.8596206,1.0076923,215.9538462,32.6615385,0,756.9788462,52.8128205,573.474359
01/09/2022 03:00:00 PM,01/09/2022 03:59:59 PM,38.2276632,0.7820513,196.5051282,32.3974359,0,756.2961538,51.4128205,158.6820513
01/09/2022 04:00:00 PM,01/09/2022 04:59:59 PM,31.9180133,0.6078947,248.5447368,31.3605263,0,756.1401316,57.5894737,64.5631579
01/09/2022 05:00:00 PM,01/09/2022 05:59:59 PM,37.127716,0.9923077,293.8179487,29.3589744,0,756.3903846,65.5205128,33.0897436
01/09/2022 06:00:00 PM,01/09/2022 06:59:59 PM,46.5914691,1.3589744,315.5846154,27.3897436,0,756.5519231,75.0846154,0.274359
01/09/2022 07:00:00 PM,01/09/2022 07:59:59 PM,43.1706174,1.4921053,311.1052632,26.2710526,0,757.0993421,81.3,0
01/09/2022 08:00:00 PM,01/09/2022 08:59:59 PM,34.493819,1.1184211,316.0815789,25.35,0,757.5394737,85.0921053,0
01/09/2022 09:00:00 PM,01/09/2022 09:59:59 PM,33.4212522,0.5769231,280.6717949,24.8666667,0,757.8519231,86.3435897,0
01/09/2022 10:00:00 PM,01/09/2022 10:59:59 PM,36.8696849,0.5384615,246.9435897,24.525641,0,757.8173077,86.9564103,0
01/09/2022 11:00:00 PM,01/09/2022 11:59:59 PM,33.4326195,0.3421053,166.3631579,23.8210526,0,757.7111842,88.6105263,0
01/10/2022 12:00:00 AM,01/10/2022 12:59:59 AM,23.4346135,0.3564103,146.074359,23.2307692,0,757.3423077,89.874359,0
01/10/2022 01:00:00 AM,01/10/2022 01:59:59 AM,23.7560256,0.3051282,92.374359,22.7846154,0,756.8480769,91.0564103,0
01/10/2022 02:00:00 AM,01/10/2022 02:59:59 AM,19.3432334,0.5846154,246.0923077,22.3666667,0,756.5461538,92.2358974,0
01/10/2022 03:00:00 AM,01/10/2022 03:59:59 AM,13.6077099,0.072973,40.6135135,22.1297297,0,756.372973,93.1108108,0
01/10/2022 04:00:00 AM,01/10/2022 04:59:59 AM,15.9311367,0.3230769,186.4333333,21.9589744,0,756.6346154,93.5820513,0
01/10/2022 05:00:00 AM,01/10/2022 05:59:59 AM,18.814402,0.325641,198.3051282,22.0435897,0,756.9711538,92.2897436,0
01/10/2022 06:00:00 AM,01/10/2022 06:59:59 AM,21.4068544,0.425641,240.7076923,22.0384615,0,757.5653846,91.8564103,8.2538462
01/10/2022 07:00:00 AM,01/10/2022 07:59:59 AM,33.099945,0.5236842,307.7184211,23.7026316,0,758.4690789,86.531579,46.5026316
01/10/2022 08:00:00 AM,01/10/2022 08:59:59 AM,56.6509409,0.6820513,243.1641026,26.6794872,0,759.1538462,74.0666667,77.2897436
01/10/2022 09:00:00 AM,01/10/2022 09:59:59 AM,50.8198174,0.5282051,259.3307692,28.9657895,0,759.2230769,64.974359,158.1948718
01/10/2022 10:00:00 AM,01/10/2022 10:59:59 AM,46.6751141,0.4578947,180.9105263,30.7657895,0,759.1065789,62.3973684,308.4789474
01/10/2022 11:00:00 AM,01/10/2022 11:59:59 AM,63.1446524,0.7078947,194.3789474,30.8289474,0,758.8381579,62.4157895,460.1394737
01/10/2022 12:00:00 PM,01/10/2022 12:59:59 PM,87.5615804,1.0717949,209.4230769,31.8717949,0,758.3,59.0461539,741.7846154
01/10/2022 01:00:00 PM,01/10/2022 01:59:59 PM,56.9079503,1.1384615,201.9025641,31.5153846,0,757.5307692,60.2974359,609.3717949
01/10/2022 02:00:00 PM,01/10/2022 02:59:59 PM,51.8358962,0.8657895,177.2447368,30.931579,0,756.9315789,60.75,452.0447368
01/10/2022 03:00:00 PM,01/10/2022 03:59:59 PM,37.7077349,0.674359,216.0897436,30.1179487,0,756.5519231,62.0025641,219.1794872
01/10/2022 04:00:00 PM,01/10/2022 04:59:59 PM,38.546793,0.6051282,276.2641026,29.5410256,0,756.6307692,64.1512821,115.8794872
01/10/2022 05:00:00 PM,01/10/2022 05:59:59 PM,31.9752498,0.7894737,286.1447368,28.4,0,756.9355263,67.6526316,33.5842105
01/10/2022 06:00:00 PM,01/10/2022 06:59:59 PM,43.1479107,1.4605263,308.2131579,26.9236842,0,757.2236842,74.8,0.0394737
01/10/2022 07:00:00 PM,01/10/2022 07:59:59 PM,39.0872514,2.3589744,311.4205128,25.7820513,0,757.5192308,80.1974359,0
01/10/2022 08:00:00 PM,01/10/2022 08:59:59 PM,21.1637474,2.3923077,312.4461538,25.374359,0,758.0442308,83.2820513,0
01/10/2022 09:00:00 PM,01/10/2022 09:59:59 PM,18.1413752,2.0526316,312.6973684,25.2289474,0,758.3013158,84.631579,0
01/10/2022 10:00:00 PM,01/10/2022 10:59:59 PM,15.9449149,1.9128205,313.125641,25.0846154,0,758.4134615,85.7794872,0
01/10/2022 11:00:00 PM,01/10/2022 11:59:59 PM,15.4994456,1.6923077,312.1769231,24.9230769,0,758.1942308,86.5205128,0
01/11/2022 12:00:00 AM,01/11/2022 12:59:59 AM,15.5276486,1.5189189,310.7918919,24.7108108,0,757.7939189,87.9972973,0
01/11/2022 01:00:00 AM,01/11/2022 01:59:59 AM,16.4663687,1.1769231,311.3179487,24.5051282,0,757.2788462,89.725641,0
01/11/2022 02:00:00 AM,01/11/2022 02:59:59 AM,17.9522636,1.0076923,313.0102564,24.0538462,0,756.8192308,91.948718,0
01/11/2022 03:00:00 AM,01/11/2022 03:59:59 AM,18.4111692,0.2358974,121.5333333,23.8205128,0,756.8269231,92.9692308,0
01/11/2022 04:00:00 AM,01/11/2022 04:59:59 AM,19.4062447,0.3973684,229.9684211,23.7078947,0,757.0401316,93.2342105,0
01/11/2022 05:00:00 AM,01/11/2022 05:59:59 AM,17.5097073,0.6410256,333.2179487,23.4897436,0,757.4288462,93.174359,0
01/11/2022 06:00:00 AM,01/11/2022 06:59:59 AM,21.2894337,0.1447368,93.3394737,23.1921053,0,757.8907895,93.2973684,10.5631579
01/11/2022 07:00:00 AM,01/11/2022 07:59:59 AM,35.802152,0.3368421,167.0868421,24.2210526,0,758.7453947,89.8421053,72.2736842
01/11/2022 08:00:00 AM,01/11/2022 08:59:59 AM,35.1845566,1.0846154,328.0102564,26.2,0,759.2480769,81.5615385,146.0025641
01/11/2022 09:00:00 AM,01/11/2022 09:59:59 AM,22.9369418,0.6230769,229.6282051,27.9948718,0,759.375,74.025641,196.4051282
01/11/2022 10:00:00 AM,01/11/2022 10:59:59 AM,25.7233328,0.7684211,200.1052632,29.881579,0,759.225,64.8921053,360.8868421
01/11/2022 11:00:00 AM,01/11/2022 11:59:59 AM,30.8918533,0.7512821,229.7820513,31.5948718,0,758.7788462,61.2692308,578.3769231
01/11/2022 12:00:00 PM,01/11/2022 12:59:59 PM,51.7056956,0.9435897,212.974359,31.748718,0,758.1865385,63.8230769,612.6974359
01/11/2022 01:00:00 PM,01/11/2022 01:59:59 PM,61.0629249,1.0263158,184.4368421,31.3289474,0,757.5335526,64.7657895,549.7105263
01/11/2022 02:00:00 PM,01/11/2022 02:59:59 PM,71.699647,0.8447368,208.2210526,31.5052632,0,757.0006579,63.4973684,501.5105263
01/11/2022 03:00:00 PM,01/11/2022 03:59:59 PM,62.7314345,0.8153846,221.325641,31.9333333,0,756.6903846,61.5692308,194.4538462
01/11/2022 04:00:00 PM,01/11/2022 04:59:59 PM,61.4509951,0.8128205,278.6102564,30.8384615,0,756.7692308,63.5410256,72.1948718
01/11/2022 05:00:00 PM,01/11/2022 05:59:59 PM,50.2954109,1.3736842,298.6789474,28.7368421,0,757.1447368,68.1394737,21.6894737
01/11/2022 06:00:00 PM,01/11/2022 06:59:59 PM,43.6308313,1.6333333,313.1641026,26.6948718,0,757.5942308,76.5820513,0.1461538
01/11/2022 07:00:00 PM,01/11/2022 07:59:59 PM,28.5345259,1.5794872,312.874359,25.9769231,0,758.1865385,81.3948718,0
01/11/2022 08:00:00 PM,01/11/2022 08:59:59 PM,25.8601312,1.1891892,275.7243243,25.2216216,0,758.7891892,85.045946,0
01/11/2022 09:00:00 PM,01/11/2022 09:59:59 PM,29.0881427,0.6333333,243.8871795,24.7102564,0,759.2903846,86.9102564,0
01/11/2022 10:00:00 PM,01/11/2022 10:59:59 PM,32.8559227,0.6205128,281.6,24.5102564,0,759.2846154,86.825641,0
01/11/2022 11:00:00 PM,01/11/2022 11:59:59 PM,32.8091758,0.5666667,243.3717949,24.1179487,0,759.1961538,88.0641026,0
01/12/2022 12:00:00 AM,01/12/2022 12:59:59 AM,34.8654351,0.4763158,261.0894737,23.9342105,0,758.6861842,89.4,0
01/12/2022 01:00:00 AM,01/12/2022 01:59:59 AM,24.1502629,0.0871795,32.7282051,23.1666667,0,758.0076923,91.7076923,0
01/12/2022 02:00:00 AM,01/12/2022 02:59:59 AM,22.3997905,0.0631579,46.0447368,22.2552632,0,757.5552632,93.1973684,0
01/12/2022 03:00:00 AM,01/12/2022 03:59:59 AM,16.2887426,0.2605263,140.5184211,21.8368421,0,757.3026316,94.9947368,0
01/12/2022 04:00:00 AM,01/12/2022 04:59:59 AM,13.3567907,0.4153846,163.9384615,22.0051282,0,757.2576923,95.4794872,0
01/12/2022 05:00:00 AM,01/12/2022 05:59:59 AM,20.5066165,0.6512821,305.3179487,21.9153846,0,757.5961538,95.625641,0
01/12/2022 06:00:00 AM,01/12/2022 06:59:59 AM,26.8592307,0.6078947,192.7052632,21.8894737,0,758.0151316,95.2236842,7.5078947
01/12/2022 07:00:00 AM,01/12/2022 07:59:59 AM,51.069616,0.4435897,265.8948718,22.925641,0,758.3480769,92.2692308,42.2384615
01/12/2022 08:00:00 AM,01/12/2022 08:59:59 AM,34.8173727,0.6948718,298.5666667,25.9512821,0,758.7538462,82.8794872,59.5282051
01/12/2022 09:00:00 AM,01/12/2022 09:59:59 AM,27.0181921,0.9289474,243.4789474,28.1789474,0,759.0631579,73.9368421,90.7736842
01/12/2022 10:00:00 AM,01/12/2022 10:59:59 AM,27.2378413,0.5315789,139.0631579,30.9131579,0,758.8875,60.8473684,319.6026316
01/12/2022 11:00:00 AM,01/12/2022 11:59:59 AM,29.6409687,0.6948718,145.9794872,32.4410256,0,758.4,55.6512821,516.9102564
01/12/2022 12:00:00 PM,01/12/2022 12:59:59 PM,66.23089,1.3948718,201.1102564,30.7717949,0,757.6942308,66.9974359,534.6153846
01/12/2022 01:00:00 PM,01/12/2022 01:59:59 PM,58.3923215,1.2578947,211.8,31.6157895,0,757.0302632,64.9657895,702.0289474
01/12/2022 02:00:00 PM,01/12/2022 02:59:59 PM,67.0513399,1.3461538,207.974359,30.8333333,0,756.6173077,68.0179487,581.7410256
01/12/2022 03:00:00 PM,01/12/2022 03:59:59 PM,59.2266552,0.9487179,223.0948718,29.8230769,0,756.6865385,68.8794872,200.325641
01/12/2022 04:00:00 PM,01/12/2022 04:59:59 PM,30.6440397,0.6540541,191.7594595,29.3081081,0,756.7114865,67.5027027,73.8864865
01/12/2022 05:00:00 PM,01/12/2022 05:59:59 PM,49.3123207,0.9641026,295.1846154,28.2538462,0,757.1173077,69.8974359,29.4846154
01/12/2022 06:00:00 PM,01/12/2022 06:59:59 PM,36.1318004,1.4076923,311.8871795,26.5461539,0,757.7519231,77.0051282,0.2692308
01/12/2022 07:00:00 PM,01/12/2022 07:59:59 PM,30.4274706,1.8692308,310.9974359,25.6102564,0,758.3288462,82.625641,0
01/12/2022 08:00:00 PM,01/12/2022 08:59:59 PM,23.6328247,1.7078947,313.0131579,25.25,0,758.8875,84.5684211,0
01/12/2022 09:00:00 PM,01/12/2022 09:59:59 PM,19.3470616,1.3410256,319.2025641,24.7923077,0,759.2942308,86.0974359,0
01/12/2022 10:00:00 PM,01/12/2022 10:59:59 PM,27.438473,1.3230769,313.2692308,24.3564103,0,759.1307692,87.9435897,0
01/12/2022 11:00:00 PM,01/12/2022 11:59:59 PM,16.7578663,1.3078947,312.8052632,24.4105263,0,758.8460526,88.2184211,0
01/13/2022 12:00:00 AM,01/13/2022 12:59:59 AM,15.3038341,1.0578947,312.3763158,23.9184211,0,758.6703947,90.25,0
01/13/2022 01:00:00 AM,01/13/2022 01:59:59 AM,34.5441553,1.0153846,310.9025641,23.9282051,0,758.1384615,91.0641026,0
01/13/2022 02:00:00 AM,01/13/2022 02:59:59 AM,21.5481217,1.1512821,313.3666667,23.8641026,0,757.8403846,91.3794872,0
01/13/2022 03:00:00 AM,01/13/2022 03:59:59 AM,19.5196887,0.9684211,311.3868421,23.8473684,0,757.8059211,91.4921053,0
01/13/2022 04:00:00 AM,01/13/2022 04:59:59 AM,14.7382178,1.2230769,311.8487179,24.5102564,0,758.0076923,87.4794872,0
01/13/2022 05:00:00 AM,01/13/2022 05:59:59 AM,17.7270331,0.774359,312.2410256,24.1128205,0,758.2480769,88.4564103,0
01/13/2022 06:00:00 AM,01/13/2022 06:59:59 AM,25.8081692,0.3236842,234.2078947,24.0526316,0,758.7868421,89.131579,10.1447368
01/13/2022 07:00:00 AM,01/13/2022 07:59:59 AM,35.6321483,0.4263158,237.3078947,24.7657895,0,759.3,86.781579,72.4631579
01/13/2022 08:00:00 AM,01/13/2022 08:59:59 AM,46.3143271,1.4641026,320.4025641,26.3076923,0,759.875,81.5512821,105.374359
01/13/2022 09:00:00 AM,01/13/2022 09:59:59 AM,44.5878919,1.4589744,335.1589744,27.8794872,0,760.025,75.5538462,127.0769231
01/13/2022 10:00:00 AM,01/13/2022 10:59:59 AM,36.2182582,0.7736842,262.3842105,29.7921053,0,759.8289474,67.5605263,328.9342105
01/13/2022 11:00:00 AM,01/13/2022 11:59:59 AM,43.0849117,1.1615385,231.4512821,30.8615385,0,759.3692308,65.3128205,645.5282051
01/13/2022 12:00:00 PM,01/13/2022 12:59:59 PM,79.3609384,1.0923077,222.0871795,30.8051282,0,758.8346154,66.9717949,596.5333333
01/13/2022 01:00:00 PM,01/13/2022 01:59:59 PM,70.7369113,0.9736842,260.3631579,31.4289474,0,758.3148649,63.7605263,706.6578947
01/13/2022 02:00:00 PM,01/13/2022 02:59:59 PM,69.1588805,0.8315789,269.5210526,30.9631579,0,757.8157895,64.3078947,586.2447368
01/13/2022 03:00:00 PM,01/13/2022 03:59:59 PM,52.7704884,0.9051282,265.0487179,29.8589744,0,757.5692308,67.7589744,261.9820513
01/13/2022 04:00:00 PM,01/13/2022 04:59:59 PM,45.7382158,0.9263158,276.2131579,28.4078947,0,757.6105263,71.2868421,103.6315789
01/13/2022 05:00:00 PM,01/13/2022 05:59:59 PM,45.8554854,1.0615385,286.0666667,27.0051282,0,757.7903846,75.6,53.2384615
01/13/2022 06:00:00 PM,01/13/2022 06:59:59 PM,37.1445514,1.0769231,294.9333333,26.125641,0,758.0423077,78.3,0.325641
01/13/2022 07:00:00 PM,01/13/2022 07:59:59 PM,31.2538813,1.2447368,301.0789474,25.731579,0,758.7394737,80.6342105,0
01/13/2022 08:00:00 PM,01/13/2022 08:59:59 PM,34.5215014,0.9894737,303.9315789,25.2368421,0,759.2013158,82.8578947,0
01/13/2022 09:00:00 PM,01/13/2022 09:59:59 PM,33.8638935,0.9538462,312.3589744,24.8435897,0,759.5326923,84.0820513,0
01/13/2022 10:00:00 PM,01/13/2022 10:59:59 PM,28.2803934,0.774359,314.7179487,24.1512821,0,759.5826923,85.948718,0
01/13/2022 11:00:00 PM,01/13/2022 11:59:59 PM,24.3974599,0.6763158,280.8605263,23.6894737,0,759.4973684,87.0736842,0
01/14/2022 12:00:00 AM,01/14/2022 12:59:59 AM,21.1975085,0.4948718,264.0025641,22.7230769,0,759.175,90.9307692,0
01/14/2022 01:00:00 AM,01/14/2022 01:59:59 AM,21.1654609,0.6179487,322.8794872,22.7512821,0,758.7076923,90.5410256,0
01/14/2022 02:00:00 AM,01/14/2022 02:59:59 AM,16.5930847,0.5589744,308.7974359,22.0948718,0,758.325,91.5794872,0
01/14/2022 03:00:00 AM,01/14/2022 03:59:59 AM,12.8991973,0.3837838,183.3783784,21.4324324,0,758.175,93.9351351,0
01/14/2022 04:00:00 AM,01/14/2022 04:59:59 AM,7.1657484,0.1589744,108.5410256,21.0666667,0,758.4538462,94.3769231,0
01/14/2022 05:00:00 AM,01/14/2022 05:59:59 AM,15.8960311,0.4410256,208.974359,20.7435897,0,758.7326923,94.9205128,0
01/14/2022 06:00:00 AM,01/14/2022 06:59:59 AM,22.8160089,0.5641026,296.1666667,20.9564103,0,759.2307692,95.4128205,9.0717949
01/14/2022 07:00:00 AM,01/14/2022 07:59:59 AM,26.9003531,0.4410256,247.0307692,23.1538462,0,759.8134615,91.5128205,55.7820513
01/14/2022 08:00:00 AM,01/14/2022 08:59:59 AM,57.572449,1.2333333,306.674359,26.048718,0,760.2653846,81.4128205,102.4025641
01/14/2022 09:00:00 AM,01/14/2022 09:59:59 AM,27.2518985,0.9473684,297.9315789,27.9868421,0,760.4289474,73.1131579,184.0552632
01/14/2022 10:00:00 AM,01/14/2022 10:59:59 AM,31.5479355,1.9435897,325.8974359,29.2179487,0,760.3192308,63.6589744,294.9487179
01/14/2022 11:00:00 AM,01/14/2022 11:59:59 AM,28.3962272,1.3205128,313.7,30.8358974,0,759.9153846,58.4538462,688.6358974
01/14/2022 12:00:00 PM,01/14/2022 12:59:59 PM,28.3832063,0.9102564,246.1641026,32.4820513,0,759.2884615,56.925641,786.4025641
01/14/2022 01:00:00 PM,01/14/2022 01:59:59 PM,57.354563,1.4358974,214.3410256,31.0564103,0,758.6076923,63.3871795,716.8692308
01/14/2022 02:00:00 PM,01/14/2022 02:59:59 PM,59.2894778,0.8657895,256.4342105,31.15,0,758.175,62.9026316,591.7263158
01/14/2022 03:00:00 PM,01/14/2022 03:59:59 PM,37.4743885,0.9342105,256.1421053,29.9236842,0,757.9440789,65.9184211,291.9368421
01/14/2022 04:00:00 PM,01/14/2022 04:59:59 PM,37.4634689,1.0512821,279.874359,28.5179487,0,757.9173077,69.9435897,72.1846154
01/14/2022 05:00:00 PM,01/14/2022 05:59:59 PM,41.4681449,1.7179487,304.1025641,27.0769231,0,758.2423077,73.4948718,27.3641026
01/14/2022 06:00:00 PM,01/14/2022 06:59:59 PM,34.6045095,1.7,304.8842105,26.0421053,0,758.6684211,75.8684211,0.3342105
01/14/2022 07:00:00 PM,01/14/2022 07:59:59 PM,23.0001939,1.5179487,312.1717949,25.5358974,0,759.1980769,78.7820513,0
01/14/2022 08:00:00 PM,01/14/2022 08:59:59 PM,23.5207068,1.6358974,309.8333333,25.2589744,0,759.6192308,80.4025641,0
01/14/2022 09:00:00 PM,01/14/2022 09:59:59 PM,20.6087723,1.5578947,313.0789474,24.6894737,0,759.7085526,81.9184211,0
01/14/2022 10:00:00 PM,01/14/2022 10:59:59 PM,14.717473,1.4,317.7105263,24.2184211,0,759.6552632,83.5236842,0
01/14/2022 11:00:00 PM,01/14/2022 11:59:59 PM,18.8628773,1.1435897,315.274359,23.7692308,0,759.4326923,86.3846154,0
01/15/2022 12:00:00 AM,01/15/2022 12:59:59 AM,13.6133505,1.2051282,317.0666667,23.7564103,0,758.9711538,87.9025641,0
01/15/2022 01:00:00 AM,01/15/2022 01:59:59 AM,12.8011051,1.5052632,311.9473684,24.0894737,0,758.5618421,86.0105263,0
01/15/2022 02:00:00 AM,01/15/2022 02:59:59 AM,9.1170453,1.5230769,311.5102564,24.3923077,0,758.0769231,82.9923077,0
01/15/2022 03:00:00 AM,01/15/2022 03:59:59 AM,12.3440066,1.2820513,315.6615385,24.4153846,0,757.7980769,83.0102564,0
01/15/2022 04:00:00 AM,01/15/2022 04:59:59 AM,10.8081963,1.0078947,311.4289474,24.4894737,0,758.0210526,83.35,0
01/15/2022 05:00:00 AM,01/15/2022 05:59:59 AM,20.1025314,0.6342105,300.6894737,24,0,758.2361842,85.9631579,0
01/15/2022 06:00:00 AM,01/15/2022 06:59:59 AM,21.3099981,0.6589744,275.4487179,23.2717949,0,758.4711538,89.1,7.7153846
01/15/2022 07:00:00 AM,01/15/2022 07:59:59 AM,20.4849399,0.4846154,282.0435897,24.4025641,0,759.1980769,85.6282051,47.8025641
01/15/2022 08:00:00 AM,01/15/2022 08:59:59 AM,29.5367034,0.8410256,289.074359,26.5102564,0,759.7423077,78.0435897,84.2307692
01/15/2022 09:00:00 AM,01/15/2022 09:59:59 AM,23.0594742,0.6052632,224.9947368,28.3763158,0,760.0539474,70.3289474,85.5657895
01/15/2022 10:00:00 AM,01/15/2022 10:59:59 AM,26.870559,0.8794872,222.8897436,30.1205128,0,759.7673077,63.348718,290.6358974
01/15/2022 11:00:00 AM,01/15/2022 11:59:59 AM,38.1665894,0.9447368,205.0763158,31.6263158,0,759.3256579,59.7105263,631.3315789
01/15/2022 12:00:00 PM,01/15/2022 12:59:59 PM,58.6707027,0.8,222.6210526,31.05,0,758.7355263,62.181579,368.85
01/15/2022 01:00:00 PM,01/15/2022 01:59:59 PM,55.6941888,0.9846154,226.9205128,32.4564103,0,758.2711538,59.0897436,612.0871795
01/15/2022 02:00:00 PM,01/15/2022 02:59:59 PM,53.6138705,0.7128205,211.2,32.0051282,0,757.5692308,60.3179487,318.4794872
01/15/2022 03:00:00 PM,01/15/2022 03:59:59 PM,74.3315571,0.8315789,266.35,32.0578947,0,757.1585526,57.7026316,316.4973684
01/15/2022 04:00:00 PM,01/15/2022 04:59:59 PM,34.3266571,1.0205128,282.2666667,30.6512821,0,757.0153846,57.7410256,92.2410256
01/15/2022 05:00:00 PM,01/15/2022 05:59:59 PM,39.7614128,1.9333333,308.625641,28.4794872,0,757.1461538,66.2871795,32.2461539
01/15/2022 06:00:00 PM,01/15/2022 06:59:59 PM,30.7184557,2.2605263,311.0421053,26.5842105,0,757.4763158,75.8105263,0.3131579
01/15/2022 07:00:00 PM,01/15/2022 07:59:59 PM,22.3813313,2.2394737,313.8184211,25.8684211,0,757.9855263,78.8131579,0
01/15/2022 08:00:00 PM,01/15/2022 08:59:59 PM,19.2237208,2.0846154,313.7282051,25.4461539,0,758.5307692,80.9410256,0
01/15/2022 09:00:00 PM,01/15/2022 09:59:59 PM,17.7764062,2.2358974,312.3974359,25.1769231,0,759.0173077,83.7564103,0
01/15/2022 10:00:00 PM,01/15/2022 10:59:59 PM,13.4425777,1.8368421,317.2263158,25.1131579,0,759.1243421,85.8578947,0
01/15/2022 11:00:00 PM,01/15/2022 11:59:59 PM,15.4122665,0.8512821,234.6692308,24.6641026,0,759.0961538,88.0871795,0
01/16/2022 12:00:00 AM,01/16/2022 12:59:59 AM,21.0369572,0.5333333,283.1,24.2820513,0,758.7480769,89.5717949,0
01/16/2022 01:00:00 AM,01/16/2022 01:59:59 AM,42.3722228,0.6666667,318.9076923,24.1128205,0,757.8288462,89.4948718,0
01/16/2022 02:00:00 AM,01/16/2022 02:59:59 AM,70.6190258,0.0972973,38.3351351,23.3432432,0,757.7412162,91.5783784,0
01/16/2022 03:00:00 AM,01/16/2022 03:59:59 AM,13.7414021,0.3564103,226.1923077,22.5897436,0,757.4538462,93.2461539,0
01/16/2022 04:00:00 AM,01/16/2022 04:59:59 AM,13.9713771,0.1205128,78.0384615,22.6974359,0,757.3346154,94.2974359,0
01/16/2022 05:00:00 AM,01/16/2022 05:59:59 AM,24.5035765,0.274359,152.0410256,23.2333333,0,757.4673077,93.7538462,0
01/16/2022 06:00:00 AM,01/16/2022 06:59:59 AM,19.8820675,0.0578947,46.8605263,23.1657895,0,757.7585526,94.7894737,7.9
01/16/2022 07:00:00 AM,01/16/2022 07:59:59 AM,24.6134215,0.1564103,75.1564103,24.2564103,0,758.2557692,93.2384615,49.6794872
01/16/2022 08:00:00 AM,01/16/2022 08:59:59 AM,37.4775844,0.5282051,283.2128205,26.825641,0,758.7,83.2102564,71.9051282
01/16/2022 09:00:00 AM,01/16/2022 09:59:59 AM,23.6192502,0.4526316,118.15,29.4263158,0,758.8401316,69.9552632,90.3552632
01/16/2022 10:00:00 AM,01/16/2022 10:59:59 AM,17.3115411,0.6105263,174.2,31.3710526,0,758.8065789,61.981579,281.8763158
01/16/2022 11:00:00 AM,01/16/2022 11:59:59 AM,30.3016705,0.9589744,167.7538462,31.6153846,0,758.4596154,63.6846154,401.1128205
01/16/2022 12:00:00 PM,01/16/2022 12:59:59 PM,32.026307,1.5435897,185.0769231,32.0871795,0,757.8865385,63.6948718,752.9846154
01/16/2022 01:00:00 PM,01/16/2022 01:59:59 PM,26.6452406,1.3025641,195.7717949,32.2421053,0,757.2346154,63.2897436,685.2512821
01/16/2022 02:00:00 PM,01/16/2022 02:59:59 PM,37.146527,1.2210526,205.9421053,31.381579,0,756.6947368,67.1184211,596.3157895
01/16/2022 03:00:00 PM,01/16/2022 03:59:59 PM,37.3385483,0.7564103,237.7025641,31.2564103,0,756.4307692,65.3205128,320.8487179
